date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
17-May-2010,"Alta Ventures Mexico Fund I, L.P.",Summary of Proposed Investment (Disclosure Policy 2006),28086,https://disclosures.ifc.org/project-detail/SPI/28086/alta-ventures-mexico-fund-i-l.p.,Equity,ALTA VENTURES MEXICO FUND I LP,Mexico,MXC,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,18-Jun-2010,22-Dec-2010,11-Feb-2011,03-Mar-2011,,,,10.0,10.0,MX,15-Sep-2024
11-Nov-2010,La Vegona,Summary of Proposed Investment (Disclosure Policy 2006),28139,https://disclosures.ifc.org/project-detail/SPI/28139/la-vegona,Loan,COMPANIA HONDURENA DE ENERGIA RENOVABLE SA DE CV,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,13-Dec-2010,19-Apr-2011,23-Sep-2011,12-Jun-2012,,,30.0,,30.0,HN,15-Sep-2024
11-Dec-2009,EdL Rural Electrification,Summary of Proposed Investment (Disclosure Policy 2006),28141,https://disclosures.ifc.org/project-detail/SPI/28141/edl-rural-electrification,Loan,ELECTRICITE DU LAOS,Lao People's Democratic Republic,LAO,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,12-Jan-2010,08-Jun-2010,19-Jul-2010,25-Sep-2012,,,15.0,,15.0,LA,15-Sep-2024
29-Jun-2010,JEP 3: WKPP 66MW,Summary of Proposed Investment (Disclosure Policy 2006),28153,https://disclosures.ifc.org/project-detail/SPI/28153/jep-3:-wkpp-66mw,Loan,West Kingston Power Partners,Jamaica,JAM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,15-Sep-2010,06-Dec-2010,10-Dec-2010,24-Feb-2011,,,28.0,,28.0,JM,15-Sep-2024
04-Mar-2010,Pulkovo Airport,Summary of Proposed Investment (Disclosure Policy 2006),28218,https://disclosures.ifc.org/project-detail/SPI/28218/pulkovo-airport,Loan,NORTHERN CAPITAL GATEWAY LLC,Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,15-Apr-2010,20-Apr-2010,28-Apr-2010,27-Feb-2012,,,67.370003,,67.370003,RU,15-Sep-2024
18-Dec-2009,EURUS,Summary of Proposed Investment (Disclosure Policy 2006),28434,https://disclosures.ifc.org/project-detail/SPI/28434/eurus,Loan,Eurus S.A.P.I. de C.V.,Mexico,MXC,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,18-Feb-2010,25-Feb-2010,02-Jun-2010,28-Jun-2010,,,75.0,,75.0,MX,15-Sep-2024
01-Oct-2009,TCBuen,Summary of Proposed Investment (Disclosure Policy 2006),28479,https://disclosures.ifc.org/project-detail/SPI/28479/tcbuen,Loan,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S A,Colombia,CLM,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,10-Dec-2009,06-May-2010,02-Aug-2010,18-Aug-2010,,,34.0,,34.0,CO,15-Sep-2024
18-Feb-2010,Auro Mira Energy,Summary of Proposed Investment (Disclosure Policy 2006),28504,https://disclosures.ifc.org/project-detail/SPI/28504/auro-mira-energy,Equity,AURO MIRA ENERGY COMPANY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,25-Mar-2010,08-Jun-2010,17-Jun-2010,20-Sep-2010,,,,7.97,7.97,IN,15-Sep-2024
18-Nov-2009,Dibamba,Summary of Proposed Investment (Disclosure Policy 2006),28529,https://disclosures.ifc.org/project-detail/SPI/28529/dibamba,Loan,DIBAMBA POWER DEVELOPMENT COMPANY,Cameroon,CAM,Infrastructure,B,Regional Industry - INF Africa,Completed,28-Jan-2010,29-Jun-2010,30-Jun-2010,19-Jul-2011,,,30.73,,30.73,CM,15-Sep-2024
05-Nov-2009,"Santa Marta International Terminal Company, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),28544,https://disclosures.ifc.org/project-detail/SPI/28544/santa-marta-international-terminal-company-s.a.,Loan,SANTA MARTA INTERNATIONAL TERMINAL COMPANY S A,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,20-Dec-2009,18-Mar-2010,12-Apr-2010,20-May-2010,,,16.75,,16.75,CO,15-Sep-2024
26-Sep-2011,KPLC,Summary of Proposed Investment (Disclosure Policy 2006),28550,https://disclosures.ifc.org/project-detail/SPI/28550/kplc,Loan,KENYA POWER AND LIGHTING COMPANY LIMITED,Kenya,KEN,Infrastructure,B,Regional Industry - INF Africa,Completed,31-Oct-2011,23-Mar-2012,08-Aug-2012,02-Apr-2013,,,50.0,,50.0,KE,15-Sep-2024
12-May-2010,Dalkia DH,Summary of Proposed Investment (Disclosure Policy 2006),28606,https://disclosures.ifc.org/project-detail/SPI/28606/dalkia-dh,Equity,Dalkia Eastern Europe,Eastern Europe Subregion,,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,16-Jun-2010,24-Jun-2010,30-Jun-2010,29-Jun-2011,,,,122.93,122.93,,15-Sep-2024
17-Nov-2009,Azure Power,Summary of Proposed Investment (Disclosure Policy 2006),28631,https://disclosures.ifc.org/project-detail/SPI/28631/azure-power,Equity,AZURE POWER INDIA PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,22-Dec-2009,02-Feb-2010,25-Feb-2010,08-Mar-2010,,,,10.0,10.0,IN,15-Sep-2024
09-Nov-2009,UF Moldova,Summary of Proposed Investment (Disclosure Policy 2006),28636,https://disclosures.ifc.org/project-detail/SPI/28636/uf-moldova,Loan,RED UNION FENOSA S.A.,Moldova,MDA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,11-Dec-2009,17-Dec-2009,21-Dec-2009,28-Jun-2010,,,15.0,,15.0,MD,15-Sep-2024
26-Feb-2010,GAC,Summary of Proposed Investment (Disclosure Policy 2006),28705,https://disclosures.ifc.org/project-detail/SPI/28705/gac,Loan,GAC MARINE HOLDINGS LTD,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,Regional Industry INF MCT,Completed,29-Mar-2010,10-May-2010,23-May-2010,18-Aug-2010,,,35.0,,35.0,,15-Sep-2024
16-Oct-2009,Sedapal,Summary of Proposed Investment (Disclosure Policy 2006),28741,https://disclosures.ifc.org/project-detail/SPI/28741/sedapal,Loan,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA SA,Peru,PER,Infrastructure,B,Regional Industry - INF LAC,Completed,08-Jan-2010,10-Dec-2009,15-Dec-2009,21-Dec-2009,,,65.0,,65.0,PE,15-Sep-2024
16-Mar-2010,TWG1,Summary of Proposed Investment (Disclosure Policy 2006),28806,https://disclosures.ifc.org/project-detail/SPI/28806/twg1,Loan,CITY GROUP CO. K S C,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,Regional Industry INF MCT,Completed,16-Apr-2010,30-Apr-2010,06-May-2010,25-Aug-2010,,,30.0,,30.0,,15-Sep-2024
12-May-2010,Gulftainer Corp,Summary of Proposed Investment (Disclosure Policy 2006),28819,https://disclosures.ifc.org/project-detail/SPI/28819/gulftainer-corp,Loan,GULFTAINER COMPANY LIMITED,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,15-Jun-2010,25-Jun-2010,30-Sep-2010,31-Jan-2011,,,45.0,,45.0,,15-Sep-2024
12-Mar-2010,Solar Power (Korat 1) Company Limited,Summary of Proposed Investment (Disclosure Policy 2006),28842,https://disclosures.ifc.org/project-detail/SPI/28842/solar-power-(korat-1)-company-limited,Equity,SOLAR POWER COMPANY LIMITED,Thailand,THL,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Pending Signing,12-Apr-2010,13-May-2010,,,,,,7.11,7.11,TH,15-Sep-2024
15-Jan-2010,Epure BOT,Summary of Proposed Investment (Disclosure Policy 2006),28859,https://disclosures.ifc.org/project-detail/SPI/28859/epure-bot,Loan,SOUND GLOBAL LTD.,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,26-Feb-2010,23-Mar-2010,28-May-2010,24-Aug-2010,,,50.0,,50.0,CN,15-Sep-2024
19-Mar-2010,China WindPower,Summary of Proposed Investment (Disclosure Policy 2006),28865,https://disclosures.ifc.org/project-detail/SPI/28865/china-windpower,Loan,Concord New Energy Group Limited,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,20-Apr-2010,29-Jun-2010,30-Jun-2010,01-Dec-2010,,,45.0,10.0,55.0,CN,15-Sep-2024
22-Feb-2010,Mariy El II,Summary of Proposed Investment (Disclosure Policy 2006),28919,https://disclosures.ifc.org/project-detail/SPI/28919/mariy-el-ii,Loan,REPUBLIC OF MARYI EL,Russian Federation,RUS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,29-Mar-2010,29-Mar-2010,31-Mar-2010,14-May-2010,,,50.509998,,50.509998,RU,15-Sep-2024
20-Apr-2012,PIBT,Summary of Proposed Investment (Disclosure Policy 2006),28966,https://disclosures.ifc.org/project-detail/SPI/28966/pibt,Loan,PAKISTAN INTERNATIONAL BULK TERMINAL LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,21-May-2012,31-May-2012,07-Jun-2012,14-Jul-2015,,,26.5,19.0,45.5,PK,15-Sep-2024
04-Apr-2011,Paravani,Summary of Proposed Investment (Disclosure Policy 2006),28985,https://disclosures.ifc.org/project-detail/SPI/28985/paravani,Loan,Georgia Urban Energy LLC,Georgia,GEO,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,16-Jun-2011,16-Jun-2011,22-Jun-2011,23-Dec-2011,,,42.5,,42.5,GE,15-Sep-2024
27-May-2010,Ecom Coffee Central America,Summary of Proposed Investment (Disclosure Policy 2006),29005,https://disclosures.ifc.org/project-detail/SPI/29005/ecom-coffee-central-america,Loan,ECOM Agroindustrial Corp. Limited,Latin America and the Caribbean Region,,Infrastructure,B,"Gbl Ind, Manufact, Agribus &amp; Services",Completed,28-Jun-2010,28-Jun-2010,,,,,24.0,,24.0,,15-Sep-2024
10-Jun-2010,Societe Eiffage de la Nouvelle Autoroute Concedee,Summary of Proposed Investment (Disclosure Policy 2006),29008,https://disclosures.ifc.org/project-detail/SPI/29008/societe-eiffage-de-la-nouvelle-autoroute-concedee,Loan,SOCIETE EIFFAGE DE LA CONCESSION DE L'AUTOROUTE DE L'AVENIR S.A.,Senegal,SEN,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,10-Aug-2010,30-Sep-2010,14-Nov-2010,13-Jul-2011,,,31.719999,,31.719999,SN,15-Sep-2024
08-Jun-2011,TSSA New Berth,Summary of Proposed Investment (Disclosure Policy 2006),29015,https://disclosures.ifc.org/project-detail/SPI/29015/tssa-new-berth,Loan,Tecon Salvador S/A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,15-Jul-2011,25-Aug-2011,09-Sep-2011,28-Oct-2011,,,35.0,,35.0,BR,15-Sep-2024
08-Apr-2010,Husk Power,Summary of Proposed Investment (Disclosure Policy 2006),29024,https://disclosures.ifc.org/project-detail/SPI/29024/husk-power,Loan,HUSK POWER SYSTEMS PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,10-May-2010,08-Jun-2010,24-Jun-2010,30-Nov-2010,,,0.25,1.0,1.25,IN,15-Sep-2024
30-Apr-2010,TRP Expansion,Summary of Proposed Investment (Disclosure Policy 2006),29029,https://disclosures.ifc.org/project-detail/SPI/29029/trp-expansion,Loan,TERMINALES RIO DE LA PLATA S.A.,Argentina,ARG,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,01-Jun-2010,30-Aug-2010,09-Sep-2010,15-Mar-2011,,,10.0,,10.0,AR,15-Sep-2024
11-Mar-2010,Globaltrans II,Summary of Proposed Investment (Disclosure Policy 2006),29035,https://disclosures.ifc.org/project-detail/SPI/29035/globaltrans-ii,Loan,"SEVTEKHNOTRANS, OOO",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,12-Apr-2010,08-Jun-2010,17-Jun-2010,07-Oct-2010,,,30.0,,30.0,RU,15-Sep-2024
28-May-2010,JPS Co. II,Summary of Proposed Investment (Disclosure Policy 2006),29088,https://disclosures.ifc.org/project-detail/SPI/29088/jps-co.-ii,Loan,"Jamaica Public Service Company, Limited",Jamaica,JAM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,30-Jun-2010,21-Oct-2010,08-Dec-2010,22-Dec-2010,,,30.0,,30.0,JM,15-Sep-2024
08-Dec-2009,WaterHealth Inc,Summary of Proposed Investment (Disclosure Policy 2006),29090,https://disclosures.ifc.org/project-detail/SPI/29090/waterhealth-inc,Equity,WaterHealth International,World Region,WLD,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,08-Jan-2010,15-Apr-2010,23-Jun-2010,23-Jul-2010,,,,5.0,5.0,99,15-Sep-2024
16-May-2012,Aqualia Capital,Summary of Proposed Investment (Disclosure Policy 2006),29131,https://disclosures.ifc.org/project-detail/SPI/29131/aqualia-capital,,FCC AQUALIA SA.,World Region,WLD,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,12-Jul-2012,,,,,,,,,99,15-Sep-2024
25-Jan-2010,Bhilwara Energy,Summary of Proposed Investment (Disclosure Policy 2006),29157,https://disclosures.ifc.org/project-detail/SPI/29157/bhilwara-energy,Equity,BHILWARA ENERGY LIMITED,India,IND,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,31-Mar-2010,01-Jun-2010,04-Jun-2010,23-Sep-2010,,,,23.9,23.9,IN,15-Sep-2024
15-Jan-2010,Russian Hotel Investments BV,Summary of Proposed Investment (Disclosure Policy 2006),29161,https://disclosures.ifc.org/project-detail/SPI/29161/russian-hotel-investments-bv,Loan,Russian Hotel Investments B.V.,Russian Federation,RUS,Infrastructure,B,Regional Industry MAS LAC & EUR,Completed,26-Feb-2010,26-Apr-2010,27-Apr-2010,,,,36.509998,3.64,40.150002,RU,15-Sep-2024
05-Jan-2010,Colombia Infrastructure Fund Ashmore I FCP,Summary of Proposed Investment (Disclosure Policy 2006),29171,https://disclosures.ifc.org/project-detail/SPI/29171/colombia-infrastructure-fund-ashmore-i-fcp,Equity,FONDO DE INFRAESTRUCTURA COLOMBIA ASHMORE I - FCP,Colombia,CLM,Infrastructure,FI,Regional Industry INF LAC & EUR,Active,11-Feb-2010,24-Jun-2010,07-Jul-2010,17-Dec-2010,,,,20.0,20.0,CO,15-Sep-2024
07-Apr-2010,Trada Maritime,Summary of Proposed Investment (Disclosure Policy 2006),29186,https://disclosures.ifc.org/project-detail/SPI/29186/trada-maritime,Loan,"TRADA MARITIME, PT TBK",Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,07-May-2010,10-Jun-2010,17-Jun-2010,27-Sep-2010,,,35.0,,35.0,ID,15-Sep-2024
02-Nov-2010,Togo LCT,Summary of Proposed Investment (Disclosure Policy 2006),29197,https://disclosures.ifc.org/project-detail/SPI/29197/togo-lct,Loan,SOCIETE LOME CONTAINER TERMINAL,Togo,TOG,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Active,28-Jan-2011,06-Jan-2011,30-Jun-2011,21-Dec-2012,,,116.209999,,116.209999,TG,15-Sep-2024
16-Feb-2011,CEZ Shperndarje,Summary of Proposed Investment (Disclosure Policy 2006),29208,https://disclosures.ifc.org/project-detail/SPI/29208/cez-shperndarje,Loan,OPERATORI I SHPERNDARJES SE ENERGJISE ELEKTRIKE SH.A.,Albania,ALB,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,21-Mar-2011,23-Mar-2011,01-Jul-2011,02-Sep-2011,,,69.160004,,69.160004,AL,15-Sep-2024
25-Feb-2010,"GEF Africa Sustainable Forestry Fund, L.P.",Summary of Proposed Investment (Disclosure Policy 2006),29221,https://disclosures.ifc.org/project-detail/SPI/29221/gef-africa-sustainable-forestry-fund-l.p.,Equity,"GEF AFRICA SUSTAINABLE FORESTRY FUND, LP",Africa Region,AFR,Infrastructure,FI,Regional Industry - MAS Africa,Active,29-Mar-2010,29-Apr-2010,24-May-2010,24-Sep-2010,,,,20.0,20.0,3A,15-Sep-2024
11-Apr-2011,Zorlu Pakistan,Summary of Proposed Investment (Disclosure Policy 2006),29251,https://disclosures.ifc.org/project-detail/SPI/29251/zorlu-pakistan,Loan,ZORLU ENERJI PAKISTAN LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Completed,16-May-2011,20-May-2011,22-Sep-2011,04-Jun-2012,,,38.099998,,38.099998,PK,15-Sep-2024
26-May-2010,National Collateral Management Services Limited,Summary of Proposed Investment (Disclosure Policy 2006),29266,https://disclosures.ifc.org/project-detail/SPI/29266/national-collateral-management-services-limited,Equity,NATIONAL COLLATERAL MANAGEMENT SERVICES LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,15-Jul-2010,03-Feb-2011,14-May-2011,10-Jun-2011,,,,6.75,6.75,IN,15-Sep-2024
29-Apr-2010,"Mongolia Opportunities Fund I, L.P.",Summary of Proposed Investment (Disclosure Policy 2006),29310,https://disclosures.ifc.org/project-detail/SPI/29310/mongolia-opportunities-fund-i-l.p.,Equity,MONGOLIA OPPORTUNITIES FUND I LP,Mongolia,MNG,Infrastructure,FI,"Disruptive Tech, Service & Funds",Completed,24-Jun-2010,06-Aug-2010,02-Mar-2011,01-Jul-2011,,,,7.5,7.5,MN,15-Sep-2024
20-Apr-2010,"Clean Resources Asia Growth Fund, L.P.",Summary of Proposed Investment (Disclosure Policy 2006),29311,https://disclosures.ifc.org/project-detail/SPI/29311/clean-resources-asia-growth-fund-l.p.,Equity,CLEAN RESOURCES ASIA GROWTH FUND LP,East Asia and Pacific Region,EAP,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,15-Jun-2010,19-Jun-2010,25-Jun-2010,12-Jan-2011,,,,25.0,25.0,EAP,15-Sep-2024
19-Apr-2010,Metito II,Summary of Proposed Investment (Disclosure Policy 2006),29325,https://disclosures.ifc.org/project-detail/SPI/29325/metito-ii,Equity,METITO UTILITIES LLC,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,20-May-2010,03-Jun-2010,27-Jun-2010,28-Oct-2010,,,,20.0,20.0,,15-Sep-2024
05-Apr-2010,AkEnerji,Summary of Proposed Investment (Disclosure Policy 2006),29359,https://disclosures.ifc.org/project-detail/SPI/29359/akenerji,Loan,AKENERJI ELEKTRIK URETIM ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Completed,10-Jun-2010,10-Jun-2010,24-Jun-2010,03-Sep-2010,,,75.0,,75.0,TR,15-Sep-2024
23-Aug-2010,Enerjisa-II,Summary of Proposed Investment (Disclosure Policy 2006),29390,https://disclosures.ifc.org/project-detail/SPI/29390/enerjisa-ii,Loan,ENERJISA ENERJI URETIM ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Completed,25-Oct-2010,16-Dec-2010,24-Mar-2011,16-Dec-2011,,,97.68,,97.68,TR,15-Sep-2024
16-Apr-2010,Project Name Pending,Summary of Proposed Investment (Disclosure Policy 2006),29400,https://disclosures.ifc.org/project-detail/SPI/29400/project-name-pending,Equity,Company Name Pending,Latin America and the Caribbean Region,,Infrastructure,FI,"Disruptive Tech, Service & Funds",Completed,30-Jun-2010,30-Jul-2010,17-Jun-2011,09-Feb-2012,,,,20.0,20.0,,15-Sep-2024
19-May-2010,Energy Dev II,Summary of Proposed Investment (Disclosure Policy 2006),29404,https://disclosures.ifc.org/project-detail/SPI/29404/energy-dev-ii,Loan,ENERGY DEVELOPMENT CORPORATION,Philippines,PHL,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,24-Jun-2010,27-Dec-2010,20-May-2011,30-Sep-2011,,,75.0,,75.0,PH,15-Sep-2024
01-Oct-2010,Cheves Hydro,Summary of Proposed Investment (Disclosure Policy 2006),29405,https://disclosures.ifc.org/project-detail/SPI/29405/cheves-hydro,Loan,STATKRAFT PERU SA,Peru,PER,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,02-Dec-2010,07-Dec-2010,15-Dec-2010,05-Mar-2012,,,85.0,,85.0,PE,15-Sep-2024
30-Mar-2010,IFC RBC Venture,Summary of Proposed Investment (Disclosure Policy 2006),29415,https://disclosures.ifc.org/project-detail/SPI/29415/ifc-rbc-venture,Equity,IFC RUSSIAN BANK CAPITALIZATION FUND LP,Russian Federation,RUS,Infrastructure,FI,"Disruptive Tech, Service & Funds",Completed,29-Apr-2010,13-May-2012,12-Jun-2012,26-Sep-2012,,,,250.0,250.0,RU,15-Sep-2024
31-May-2011,Gulf Power Ltd,Summary of Proposed Investment (Disclosure Policy 2006),29418,https://disclosures.ifc.org/project-detail/SPI/29418/gulf-power-ltd,Loan,GULF POWER LIMITED,Kenya,KEN,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,12-Oct-2011,31-Oct-2012,08-Nov-2012,06-Dec-2013,,,27.82,,27.82,KE,15-Sep-2024
16-Mar-2010,8 Miles Fund I 'A' LP,Summary of Proposed Investment (Disclosure Policy 2006),29449,https://disclosures.ifc.org/project-detail/SPI/29449/8-miles-fund-i-'a'-lp,Equity,Eight Africa Fund I (Mauritius) Limited,Africa Region,AFR,Infrastructure,FI,"Disruptive Tech, Service & Funds",Active,15-Apr-2010,06-May-2010,23-Dec-2011,10-May-2012,,,,50.0,50.0,3A,15-Sep-2024
09-Apr-2010,TCE Ege Konteyner Terminal Isletmeleri A.S.,Summary of Proposed Investment (Disclosure Policy 2006),29472,https://disclosures.ifc.org/project-detail/SPI/29472/tce-ege-konteyner-terminal-isletmeleri-a.s.,Loan,TCE EGE KONTEYNER TERMINAL ISLETMELERI ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Completed,21-May-2010,21-May-2010,25-Jun-2010,14-Jan-2011,,,20.0,,20.0,TR,15-Sep-2024
18-Jun-2010,Chisinau City,Summary of Proposed Investment (Disclosure Policy 2006),29484,https://disclosures.ifc.org/project-detail/SPI/29484/chisinau-city,Loan,THE CITY OF CHISINAU,Moldova,MDA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,26-Jul-2010,15-Oct-2010,15-Nov-2010,23-Sep-2011,,,10.0,,10.0,MD,15-Sep-2024
21-Apr-2010,Applied Solar,Summary of Proposed Investment (Disclosure Policy 2006),29501,https://disclosures.ifc.org/project-detail/SPI/29501/applied-solar,Loan,APPLIED SOLAR TECHNOLOGIES INDIA PRIVATE LIMITED,India,IND,Infrastructure,C,Gbl Infrastructure &amp; Natural Resources,Active,23-May-2010,09-Jun-2010,23-Jun-2010,02-Jul-2010,,,15.0,6.0,21.0,IN,15-Sep-2024
15-Oct-2010,Brasil Terminal Portuario,Summary of Proposed Investment (Disclosure Policy 2006),29505,https://disclosures.ifc.org/project-detail/SPI/29505/brasil-terminal-portuario,Loan,BRASIL TERMINAL PORTUARIO S/A,Brazil,BRA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,15-Dec-2010,07-Mar-2011,17-Mar-2011,25-Aug-2011,,,140.0,,140.0,BR,15-Sep-2024
26-Jul-2010,"Cai Lan International Container Terminal, LLC",Summary of Proposed Investment (Disclosure Policy 2006),29521,https://disclosures.ifc.org/project-detail/SPI/29521/cai-lan-international-container-terminal-llc,Loan,CAI LAN INTERNATIONAL CONTAINER TERMINAL LLC,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,26-Aug-2010,17-Sep-2010,26-Oct-2010,24-Feb-2011,,,38.75,,38.75,VN,15-Sep-2024
05-May-2010,Tegucigalpa Risk Share,Summary of Proposed Investment (Disclosure Policy 2006),29611,https://disclosures.ifc.org/project-detail/SPI/29611/tegucigalpa-risk-share,Guarantee,ALCALDIA MUNICIPAL DEL DISTRITO CENTRAL DE TEGUCIGALPA MDC,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,07-Jun-2010,02-Sep-2010,30-Sep-2010,,,15.91,,,15.91,HN,15-Sep-2024
04-Aug-2010,Attero Recycling,Summary of Proposed Investment (Disclosure Policy 2006),29690,https://disclosures.ifc.org/project-detail/SPI/29690/attero-recycling,Equity,ATTERO RECYCLING PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,24-Sep-2010,27-Sep-2010,27-Dec-2010,15-Feb-2011,,,0.0,5.0,5.0,IN,15-Sep-2024
27-May-2010,BWL,Summary of Proposed Investment (Disclosure Policy 2006),29744,https://disclosures.ifc.org/project-detail/SPI/29744/bwl,Loan,"Bransvik Vagon Lizing, OOO",Russian Federation,RUS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,30-Jun-2010,06-Aug-2010,23-Nov-2010,05-May-2011,,,50.0,25.0,75.0,RU,15-Sep-2024
30-Sep-2011,Thika IPP,Summary of Proposed Investment (Disclosure Policy 2006),29801,https://disclosures.ifc.org/project-detail/SPI/29801/thika-ipp,Loan,THIKA POWER LIMITED,Kenya,KEN,Infrastructure,A,Regional Industry - INF Africa,Active,30-Nov-2011,15-Dec-2011,24-May-2012,25-Oct-2012,,,37.41,,37.41,KE,15-Sep-2024
03-May-2011,NSL Power,Summary of Proposed Investment (Disclosure Policy 2006),29912,https://disclosures.ifc.org/project-detail/SPI/29912/nsl-power,Equity,NSL RENEWABLE POWER PRIVATE LIMITED,India,IND,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,07-Jul-2011,20-Mar-2013,04-Nov-2011,06-Dec-2011,,,0.0,25.0,25.0,IN,15-Sep-2024
14-Apr-2011,HPC Odessa,Summary of Proposed Investment (Disclosure Policy 2006),30003,https://disclosures.ifc.org/project-detail/SPI/30003/hpc-odessa,Loan,CONTAINER TERMINAL ODESSA,Ukraine,UKR,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,16-May-2011,24-May-2011,30-Sep-2011,04-Oct-2012,,,32.0,,32.0,UA,15-Sep-2024
12-Nov-2010,Podgorica Bypass,Summary of Proposed Investment (Disclosure Policy 2006),30009,https://disclosures.ifc.org/project-detail/SPI/30009/podgorica-bypass,Loan,CITY OF PODGORICA,Montenegro,MNE,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,13-Dec-2010,16-Dec-2010,17-Dec-2010,22-Dec-2010,,,13.22,,13.22,ME,15-Sep-2024
16-Nov-2012,SEI Solar Power Pvt. Ltd,Summary of Investment Information (AIP Policy 2012),30053,https://disclosures.ifc.org/project-detail/SII/30053/sei-solar-power-pvt.-ltd,Loan,SEI Solar Power Private Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,10-Jan-2013,22-Feb-2013,15-Mar-2013,12-Nov-2013,,,12.2,,12.2,IN,15-Sep-2024
08-Oct-2010,Caucedo Phase 2,Summary of Proposed Investment (Disclosure Policy 2006),30088,https://disclosures.ifc.org/project-detail/SPI/30088/caucedo-phase-2,Loan,CAUCEDO INVESTMENTS INC,Dominican Republic,DOM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,08-Nov-2010,10-Dec-2010,30-Mar-2011,29-Aug-2011,,,17.5,,17.5,DO,15-Sep-2024
